"Project","Transect","Point","Protocol","Visit","Date","Start Time","End Time","Observ Time","Count","Spp","CommonName","ScientificName","Detection Cue","Distance Bin ID","Distance Bin","Time Bin","Breeding Status","Singing","Researcher","Data Status"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,115,115,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",C,023,23,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",S,164,164,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,130,130,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,098,98,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,095,95,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,MODO,"Mourning Dove","Zenaida macroura",S,215,215,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,064,64,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_6,VCP300,2,2014-06-09,06:21:00,06:26:00,06:21:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,100,100,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,054,54,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,089,89,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,111,111,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",C,062,62,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,150,150,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,054,54,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,STJA,"Steller's Jay","Cyanocitta stelleri",C,185,185,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,STJA,"Steller's Jay","Cyanocitta stelleri",C,B30,>300,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,062,62,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,172,172,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,069,69,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,180,180,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,095,95,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,1,2014-06-01,07:12:00,07:17:00,07:12:00,1,XXWO,"Unid. Woodpecker","Picidae sp.",D,200,200,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,098,98,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,155,155,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,095,95,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,089,89,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",S,B30,>300,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",S,182,182,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,152,152,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",C,136,136,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,112,112,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,190,190,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,PUFI,"Purple Finch","Carpodacus purpureus",S,095,95,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,STJA,"Steller's Jay","Cyanocitta stelleri",C,120,120,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,STJA,"Steller's Jay","Cyanocitta stelleri",C,130,130,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,167,167,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,AMRO,"American Robin","Turdus migratorius",C,088,88,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,MODO,"Mourning Dove","Zenaida macroura",S,B30,>300,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,130,130,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,046,46,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,105,105,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,150,150,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_7,VCP300,2,2014-06-09,06:30:00,06:35:00,06:30:00,1,CAHU,"Calliope Hummingbird","Stellula calliope",C,067,67,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,031,31,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,054,54,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,021,21,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,048,48,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,009,9,5,,1,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",C,053,53,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,029,29,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",S,022,22,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",S,098,98,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,XXHU,"Unid. Hummingbird","Trochilidae sp.",V,019,19,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,MODO,"Mourning Dove","Zenaida macroura",C,210,210,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,125,125,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,092,92,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,1,2014-06-01,07:27:00,07:32:00,07:27:00,1,CORA,"Common Raven","Corvus corax",C,139,139,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,064,64,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,093,93,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,031,31,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,055,55,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,168,168,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,099,99,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,2,DEJU,"Dark-eyed Junco","Junco hyemalis",C,012,12,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,052,52,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,110,110,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,OSFL,"Olive-sided Flycatcher","Contopus cooperi",S,200,200,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,CORA,"Common Raven","Corvus corax",C,204,204,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,CORA,"Common Raven","Corvus corax",C,190,190,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,WHWO,"White-headed Woodpecker","Picoides albolarvatus",C,260,260,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,WHWO,"White-headed Woodpecker","Picoides albolarvatus",C,027,27,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,WHWO,"White-headed Woodpecker","Picoides albolarvatus",C,114,114,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",S,069,69,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_8,VCP300,2,2014-06-09,06:39:00,06:44:00,06:39:00,1,BRCR,"Brown Creeper","Certhia americana",S,090,90,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,032,32,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,059,59,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,150,150,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,082,82,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,049,49,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,200,200,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,039,39,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,135,135,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,070,70,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",C,085,85,5,,1,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,TOSO,"Townsend's Solitaire","Myadestes townsendi",S,139,139,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,WEWP,"Western Wood-Pewee","Contopus sordidulus",S,160,160,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,XXWO,"Unid. Woodpecker","Picidae sp.",D,175,175,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,1,2014-06-01,07:44:00,07:49:00,07:44:00,1,WETA,"Western Tanager","Piranga ludoviciana",C,044,44,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,045,45,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,SPTO,"Spotted Towhee","Pipilo maculatus",S,069,69,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,SPTO,"Spotted Towhee","Pipilo maculatus",C,097,97,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,075,75,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",S,B30,>300,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,WETA,"Western Tanager","Piranga ludoviciana",V,007,7,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,210,210,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,WETA,"Western Tanager","Piranga ludoviciana",S,041,41,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,HETH,"Hermit Thrush","Catharus guttatus",S,168,168,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",S,021,21,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,YRWA,"Yellow-rumped Warbler","Setophaga coronata",S,060,60,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",C,066,66,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,HAWO,"Hairy Woodpecker","Picoides villosus",C,060,60,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,LAZB,"Lazuli Bunting","Passerina amoena",S,079,79,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",C,033,33,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,182,182,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_9,VCP300,2,2014-06-09,06:48:00,06:53:00,06:48:00,1,MOCH,"Mountain Chickadee","Poecile gambeli",C,104,104,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,CAFI,"Cassin's Finch","Carpodacus cassinii",S,048,48,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,044,44,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,RBNU,"Red-breasted Nuthatch","Sitta canadensis",S,125,125,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,031,31,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,052,52,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,NAWA,"Nashville Warbler","Oreothlypis ruficapilla",S,081,81,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,WETA,"Western Tanager","Piranga ludoviciana",C,041,41,5,,1,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,SPTO,"Spotted Towhee","Pipilo maculatus",C,062,62,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,MOUQ,"Mountain Quail","Oreortyx pictus",C,B30,>300,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,1,2014-06-01,07:58:00,08:03:00,07:58:00,1,FOSP,"Fox Sparrow","Passerella iliaca",S,115,115,5,,0,"Willis, Wendy","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,DEJU,"Dark-eyed Junco","Junco hyemalis",S,044,44,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,MGWA,"MacGillivray's Warbler","Geothlypis tolmiei",S,063,63,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,DUFL,"Dusky Flycatcher","Empidonax oberholseri",S,060,60,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,090,90,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",S,049,49,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
PLAS,BVR2,BVR2_10,VCP300,2,2014-06-09,06:57:00,07:02:00,06:57:00,1,HEWA,"Hermit Warbler","Setophaga occidentalis",V,012,12,5,,0,"Lipp, Daniel","AVAILABLE Level 3"
