"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"400",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","QULO","Quercus lobata",33,"",23.4,9.9,"COSRP","Quercus"
"401",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","QULO","Quercus lobata",34,"",8.2,9.9,"COSRP","Quercus"
"402",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",35,"",7.1,6.6,"COSRP","Salix"
"403",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",36,"",7.7,6.6,"COSRP","Salix"
"404",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",37,"",5.5,6.6,"COSRP","Salix"
"405",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",38,"",5.1,6.6,"COSRP","Salix"
"406",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",39,"",5.8,6.6,"COSRP","Salix"
"407",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",40,"",5.3,6.6,"COSRP","Salix"
"408",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",41,"",8.2,6.6,"COSRP","Salix"
"409",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",42,"",5.7,6.6,"COSRP","Salix"
"410",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",43,"",5.5,6.6,"COSRP","Salix"
"411",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",44,"",5.4,6.6,"COSRP","Salix"
"412",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",45,"",5.1,6.6,"COSRP","Salix"
"413",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",46,"",8.6,6.6,"COSRP","Salix"
"414",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",47,"",8.4,6.6,"COSRP","Salix"
"415",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",48,"",7.9,6.6,"COSRP","Salix"
"416",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",49,"",9.3,6.6,"COSRP","Salix"
"417",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",50,"",13,8.5,"COSRP","Fraxinus"
"418",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",51,"",15,8.5,"COSRP","Fraxinus"
"419",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",52,"",17,8.5,"COSRP","Fraxinus"
"420",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",53,"",14.5,8.5,"COSRP","Fraxinus"
"421",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",54,"",6.7,8.5,"COSRP","Fraxinus"
"422",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","FRLA","Fraxinus latifolia",55,"",10,8.5,"COSRP","Fraxinus"
"423",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",56,"",24.6,14.6,"COSRP","Populus"
"424",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",57,"",33.6,14.6,"COSRP","Populus"
"425",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",58,"",30,14.6,"COSRP","Populus"
"426",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",59,"",27.4,14.6,"COSRP","Populus"
"427",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",60,"",31.7,14.6,"COSRP","Populus"
"428",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","POFR","Populus fremontii",61,"",21.7,14.6,"COSRP","Populus"
"429",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","SAEX","Salix exigua",62,"",16,7.6,"COSRP","Salix"
"430",26,"Cosumnes River Preserve","Tall Forest","7/24/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.27,"Plant","CRP04","QULO","Quercus lobata",63,"",10.5,5,"COSRP","Quercus"
"460",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",1,"",48,22,"COSRP","Quercus"
"461",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",2,"",7.5,6,"COSRP","Fraxinus"
"463",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",4,"",35,19,"COSRP","Quercus"
"464",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",5,"",10.5,6,"COSRP","Fraxinus"
"465",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",6,"",6.4,6,"COSRP","Fraxinus"
"466",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",7,"",6.3,5,"COSRP","Fraxinus"
"467",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",8,"",10.7,8,"COSRP","Quercus"
"468",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","ACNE","Acer negundo",9,"",7.6,5.5,"COSRP","Acer"
"469",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",10,"",13.9,6,"COSRP","Fraxinus"
"470",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",11,"",39.8,26,"COSRP","Quercus"
"471",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","FRLA","Fraxinus latifolia",12,"",11.5,7.5,"COSRP","Fraxinus"
"472",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",13,"",35.5,21,"COSRP","Quercus"
"473",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",14,"",42.5,18,"COSRP","Quercus"
"474",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",15,"",48,22,"COSRP","Quercus"
"475",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",16,"",34.9,20,"COSRP","Quercus"
"476",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",17,"",60.2,24,"COSRP","Quercus"
"477",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","QULO","Quercus lobata",18,"",16.6,6,"COSRP","Quercus"
"478",28,"Cosumnes River Preserve","Tall Forest","7/24/2012","William, Paul, Erik, Mariloli, Silvestre, Jasmine",-121.41,38.26,"Plant","CRP07","ACNE","Acer negundo",19,"",7.6,9,"COSRP","Acer"
"479",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",1,"",30,20.8,"COSRP","Populus"
"480",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",2,"",18.5,11.5,"COSRP","Populus"
"481",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",3,"",22.2,11.28,"COSRP","Populus"
"482",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",4,"",20,11.2,"COSRP","Populus"
"483",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",5,"",7.7,5,"COSRP","Salix"
"484",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",6,"",7.1,6.8,"COSRP","Salix"
"485",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",7,"",9,7.1,"COSRP","Salix"
"486",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",8,"",9,7.3,"COSRP","Salix"
"487",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",9,"",12,8,"COSRP","Salix"
"488",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",10,"",10.6,7.5,"COSRP","Salix"
"489",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",11,"",7.3,6.2,"COSRP","Salix"
"490",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",12,"",6,6.2,"COSRP","Salix"
"491",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",13,"",21.3,20.5,"COSRP","Populus"
"492",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",14,"",24.4,20.5,"COSRP","Populus"
"493",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",15,"",14.9,9.75,"COSRP","Populus"
"494",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",16,"",20.2,20.5,"COSRP","Populus"
"495",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",17,"",20.1,13.6,"COSRP","Populus"
"496",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",18,"",13,8.2,"COSRP","Populus"
"497",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",19,"",6.4,4,"COSRP","Populus"
"498",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",20,"",8.5,4,"COSRP","Salix"
"499",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",21,"",11.8,10.6,"COSRP","Salix"
"500",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",22,"",11,10.3,"COSRP","Salix"
"501",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",23,"",11.8,10.6,"COSRP","Salix"
"502",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",24,"",18.9,13.5,"COSRP","Populus"
"503",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",25,"",6.3,11.8,"COSRP","Populus"
"504",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",26,"",8.3,1.6,"COSRP","Populus"
"505",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",27,"",5.5,4,"COSRP","Salix"
"506",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","ACNE","Acer negundo",28,"",6.9,4,"COSRP","Acer"
"507",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",29,"",5.2,4,"COSRP","Salix"
"508",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",30,"",7.7,5.5,"COSRP","Populus"
"509",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",31,"",32,22.5,"COSRP","Populus"
"510",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",32,"",6.2,4.7,"COSRP","Salix"
"511",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",33,"",23.3,21.3,"COSRP","Populus"
"512",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",34,"",17.9,13.3,"COSRP","Populus"
"513",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",35,"",8.3,4.6,"COSRP","Salix"
"514",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",36,"",7.1,6,"COSRP","Salix"
"515",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",37,"",6.5,5.9,"COSRP","Salix"
"516",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",38,"",7.5,4,"COSRP","Salix"
"517",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",39,"",9.8,7.5,"COSRP","Salix"
"518",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",40,"",6.3,1.4,"COSRP","Salix"
"519",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",41,"",9.7,7.2,"COSRP","Salix"
"520",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",42,"",5.5,3,"COSRP","Salix"
"521",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",43,"",12.8,14.2,"COSRP","Populus"
"522",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",44,"",19.6,18.2,"COSRP","Populus"
"523",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",45,"",21,17.5,"COSRP","Populus"
"524",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",46,"",6.5,5.1,"COSRP","Salix"
"525",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",47,"",6.2,3.9,"COSRP","Salix"
"526",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",48,"",9.2,6.7,"COSRP","Salix"
"527",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",49,"",5.5,3.8,"COSRP","Salix"
"528",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",50,"",7.7,3.8,"COSRP","Salix"
"529",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","ACNE","Acer negundo",51,"",7.2,6,"COSRP","Acer"
"530",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","ACNE","Acer negundo",52,"",7.4,6,"COSRP","Acer"
"531",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",53,"",18,24,"COSRP","Populus"
"532",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",54,"",27.7,24,"COSRP","Populus"
"533",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",55,"",35.9,22,"COSRP","Populus"
"534",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",56,"",10.5,4.1,"COSRP","Populus"
"535",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",57,"",18,20,"COSRP","Populus"
"536",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",58,"",23.6,22,"COSRP","Populus"
"537",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",59,"",15.7,19,"COSRP","Populus"
"538",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",60,"",8,6.2,"COSRP","Salix"
"539",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",61,"",7.6,3.8,"COSRP","Salix"
"540",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",62,"",7,3.6,"COSRP","Salix"
"541",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",63,"",6,3.5,"COSRP","Salix"
"542",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",64,"",13,16,"COSRP","Populus"
"543",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",65,"",15,19,"COSRP","Populus"
"544",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",66,"",26.2,21,"COSRP","Populus"
"545",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",67,"",15.1,18,"COSRP","Populus"
"546",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",68,"",7.9,7,"COSRP","Populus"
"547",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",69,"",19.2,19,"COSRP","Populus"
"548",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",70,"",13.1,19.5,"COSRP","Populus"
"549",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",71,"",5.2,5.5,"COSRP","Populus"
"550",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",72,"",13.8,17.5,"COSRP","Populus"
"551",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",73,"",27.5,22,"COSRP","Populus"
"552",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",74,"",19.5,18.2,"COSRP","Populus"
"553",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",75,"",9.7,6,"COSRP","Populus"
"554",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",76,"",10.7,7,"COSRP","Salix"
"555",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",77,"",9.4,9.8,"COSRP","Salix"
"556",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",78,"",7.7,7,"COSRP","Salix"
"557",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",79,"",5.6,6,"COSRP","Salix"
"558",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","ACNE","Acer negundo",80,"",6.4,5.2,"COSRP","Acer"
"559",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",81,"",7.7,9,"COSRP","Populus"
"560",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",82,"",25.4,22,"COSRP","Populus"
"561",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",83,"",18.2,22,"COSRP","Populus"
"562",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",84,"",22.6,20,"COSRP","Populus"
"563",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",85,"",9.6,8,"COSRP","Salix"
"564",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",86,"",9.7,7.5,"COSRP","Salix"
"565",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",87,"",5.5,5,"COSRP","Salix"
"566",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",88,"",7.5,6,"COSRP","Salix"
"567",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",89,"",10.5,16,"COSRP","Salix"
"568",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",90,"",15.5,16,"COSRP","Salix"
"569",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",91,"",6.2,9,"COSRP","Salix"
"570",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",92,"",7,7,"COSRP","Salix"
"571",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","SAGO","Salix gooddingii",93,"",9.5,11,"COSRP","Salix"
